Component-Whole(e1,e2)	The <e1> introduction </e1> in the <e2> book </e2> is a summary of what is in the text.
Entity-Origin(e1,e2)	The second <e1> simulation </e1> was started from the uncomplexed x-ray <e2> structure </e2> after insertion of the ligand into the binding site.
Instrument-Agency(e2,e1)	This <e1> user </e1> plays games on a portable <e2> console </e2>.
Entity-Origin(e1,e2)	The ambitious Eurasia <e1> exhibition </e1> arose from an <e2> idea </e2> by Achille Bonito Oliva.
Instrument-Agency(e2,e1)	The <e1> driver </e1> of the cement truck cleaned the loading chute on his truck with a truck-mounted water <e2> hose </e2> and began to pull away.
Cause-Effect(e2,e1)	The Marshall Plan also provided a way of gaining public acceptance in Europe for the New Deal format that the United States had successfully used before the war to end the <e1> recession </e1> triggered by the 1929 Wall Street <e2> crash </e2>.
Member-Collection(e2,e1)	In the corner there are several gate captains and a <e1> legion </e1> of Wu <e2> crossbowmen </e2>.
Cause-Effect(e2,e1)	Once they grow there, the <e1> swelling </e1> and inflammation caused by the <e2> infection </e2> closes off the sac, causing it not to "shed" bacteria, and protecting the bacteria inside from antibiotics and your body's own immune cells.
Cause-Effect(e2,e1)	Guitars are played acoustically; the <e1> tone </e1> is produced by the <e2> vibration </e2> of the strings which is amplified by the body of the guitar, which acts as a large hollow resonating chamber, or they may rely on an amplifier that can electronically manipulate tone.
Other	Flowers are reborn from the soil and the climate begins to warm, all set to a <e1> score </e1> improvised by an <e2> orchestra </e2> of birds.
Entity-Destination(e1,e2)	He posted the <e1> answers </e1> to the <e2> website </e2>.
Cause-Effect(e2,e1)	Arcane Subtlety reduced the threat caused by Polymorph by 40% at max rank, though the <e1> threat </e1> caused by the <e2> spell </e2> is minimal.
Instrument-Agency(e2,e1)	A <e1> programmer </e1> uses a high level <e2> language </e2> to implement its algorithms.
Cause-Effect(e2,e1)	The beautiful hydrothermal features in the park (geysers, hot springs, mud pots, etc.), the uplift and subsidence, and many of the <e1> earthquakes </e1> are caused by the <e2> movements </e2> of hydrothermal and/or magmatic fluids.
Content-Container(e1,e2)	Flowers are nice, but don't last very long and the <e1> fruit </e1> in a fruit <e2> basket </e2> often goes bad.
Component-Whole(e1,e2)	He decided to pad the <e1> heel </e1> of <e2> shoes </e2> with a shock absorbing insole or heel pad.
Instrument-Agency(e2,e1)	From the Scots (Lingle) and French (Ligneul, Lignoul), comes a <e1> shoemaker </e1>'s sewing <e2> thread </e2>, waxed and bristled (See Waxed End).
Entity-Destination(e1,e2)	One <e1> tablet </e1> per quart was dropped into a <e2> canteen </e2> and made the water safe to drink.
Content-Container(e1,e2)	The tiny <e1> image </e1> of the Renaissance master is hidden in a <e2> carafe </e2> of wine in his 1597 oil painting Bacchus, one of his most acclaimed works.
Content-Container(e1,e2)	Then I swept up the dust, which looked like sawdust, and put it in a <e1> plastic container </e1>, which was in a <e2> cabinet </e2> under the granite counter top.
Entity-Origin(e1,e2)	In the former method the <e1> acetone </e1> was distilled from an allraline <e2> solution </e2> after the excess oxidant had been destroyed with sodium.
Message-Topic(e1,e2)	In this comprehensive <e1> guide </e1>, over 850 <e2> roses </e2> are described, illustrated, and arranged by group.
Entity-Origin(e2,e1)	<e1> Chestnut </e1> <e2> flour </e2> was more common than wheat flour in the Italian Alps a century ago.
Product-Producer(e2,e1)	For us the term <e1> artists </e1>' <e2> book </e2> simply means a book made by an artist; a book made as a work of art rather than as a literary artifact.
Other	My parents bought her a <e1> silver </e1> <e2> necklace </e2> almost identical to the one pictured.
Cause-Effect(e1,e2)	Forward <e1> motion </e1> of the vehicle through the air caused a <e2> suction </e2> on the road draft tube.
Other	Paul Friedrich guides us through a <e1> babel </e1> of <e2> words </e2>, and worlds of the imagination ranging from his translations from five languages(notably the Russian of his literary studies) to the poetry of the Indian Mexico of his anthropological field work to America writ large -- super highways, a Vermont farm, father and child.
Component-Whole(e1,e2)	The picture below shows a view chapel and west range of the inner <e1> courtyard </e1> of the <e2> castle </e2>.
Member-Collection(e2,e1)	I was attacked by a <e1> flock </e1> of <e2> pigeons </e2> today.
Other	That <e1> decision </e1> was also the subject of an unsuccessful <e2> legal challenge </e2>.
Entity-Origin(e1,e2)	The exit temperature of an effluent <e1> stream </e1> from the low temperature steam reforming <e2> reactor </e2> is not higher than 600 C.
Entity-Destination(e1,e2)	Individual <e1> investors </e1> moved into the <e2> property </e2>.
Message-Topic(e1,e2)	One of the trickiest <e1> questions </e1> to answer in an interview relates to <e2> salary </e2>.
Message-Topic(e2,e1)	This <e1> tradition </e1> has been narrated in prophet's early <e2> biographies </e2>.
Instrument-Agency(e2,e1)	A <e1> thief </e1> who tried to steal the truck broke the igenition with <e2> screwdriver </e2>.
Member-Collection(e2,e1)	After the Marian reforms the Legion was notionally a <e1> unit </e1> of heavy <e2> infantrymen </e2> armed with just sword and pilum, but even so it was normally fielded with attached auxiliary skirmishers and missile troops, and incorporated a small cavalry unit.
Entity-Destination(e1,e2)	The prosecutors carried <e1> guns </e1> into the <e2> court room </e2>.
Cause-Effect(e1,e2)	The <e1> malfunctions </e1> on Monday caused <e2> delays </e2> for patrons waiting to check out or renew books at the branches, and impeded access to personal accounts that allow users to renew or hold books online.
Entity-Destination(e1,e2)	<e1> Chemical weapons </e1> have been dropped into the <e2> lake </e2>.
Entity-Origin(e1,e2)	Many other <e1> dwarves </e1> also hailed from this infamous <e2> clan </e2>.
Component-Whole(e1,e2)	The <e1> nose </e1> of a <e2> bloodhound </e2> is so good that evidence found by a bloodhound will hold up in matters involving the United States Supreme Court.
Product-Producer(e2,e1)	Global digital music sales grow as the music <e1> industry </e1> develops new business <e2> models </e2>.
Product-Producer(e1,e2)	The <e1> devices </e1> were manufactured at the <e2> factory </e2> in Beaverton well into the 1980s, when production was shifted elsewhere and portions of the factory sold.
Member-Collection(e2,e1)	An expensive uniform and a strict ballot rendered it somewhat too exclusive in its character, but in the end it answered its purpose by becoming practically a <e1> muster </e1> of the National <e2> leaders </e2> of the present and the future.
Other	The <e1> train ride </e1> from <e2> station </e2> to station is approximate 30 minutes.
Entity-Origin(e1,e2)	The archaeological site yields <e1> relics </e1> from long-forgotten <e2> culture </e2>.
Other	A <e1> maze </e1> of interlocking <e2> jurisdictions </e2> and levels of government confronts average citizens in trying to solve even the simplest of problems.
Cause-Effect(e1,e2)	Water <e1> damage </e1> from roof leaks, plumbing leaks or flooding lead to the <e2> growth </e2> of molds.
Other	Warm weather is here, and with it comes the <e1> scourge </e1> of <e2> mosquitoes </e2>.
Other	The <e1> formation </e1> of struvite <e2> stones </e2> is associated with the presence of urea-splitting bacteria, most commonly Proteus mirabilis (but also Klebsiella, Serratia, Providencia species).
Other	Our army was successfully engaged during the day with strong rearguards of all arms on the Petit Morin River, thereby materially assisting the progress of the French armies on our right and left, against whom the <e1> enemy </e1> was making his greatest <e2> efforts </e2>.
Member-Collection(e2,e1)	So when William did cross the Boyne on July 1st 1690, he had an army consisting of the <e1> riffraff </e1> of Europe's <e2> mercenaries </e2>.
Entity-Origin(e1,e2)	The overall <e1> geometry </e1> of the heart was extracted from the intensity <e2> data </e2>.
Cause-Effect(e2,e1)	The <e1> discomfort </e1> from the <e2> injury </e2> was now precluding him from his occupation which involved prolonged procedures in the standing position.
Member-Collection(e2,e1)	Flames of purple, pink, yellow and blue dance in the air as a <e1> coven </e1> of <e2> sorcerers </e2> call forth energies from within the Empyrean.
Member-Collection(e2,e1)	Out of the early morning haze, a <e1> convoy </e1> of articulated <e2> lorries </e2> pulls into the Gashouder square.
Entity-Destination(e1,e2)	This book has transported <e1> readers </e1> into <e2> ancient times </e2>.
Other	We always try to maintain the best <e1> environment </e1> for <e2> programmers </e2>, starting with good salary and conducive working environment.
Content-Container(e1,e2)	Indeed, a green or black basalt heart <e1> scarab </e1> was found put inside the <e2> body </e2> in its place.
Entity-Origin(e1,e2)	The first <e1> motorcycle </e1> was manufactured in a small wood <e2> building </e2> with only one room.
Cause-Effect(e1,e2)	The <e1> water </e1> pushed to the coast resulted in <e2> tides </e2> as much as three feet above normal, with waves of 5-10 feet atop these tides.
Message-Topic(e1,e2)	The <e1> chapters </e1> in this book investigate <e2> issues </e2> and communities.
Entity-Destination(e1,e2)	He rescheduled the birthday <e1> party </e1> to the <e2> next day </e2>.
Product-Producer(e2,e1)	The <e1> bacterial aerosol </e1> was generated from an up-draft <e2> nebulizer </e2>.
Entity-Destination(e1,e2)	<e1> People </e1> have travelled into <e2> space </e2>, but not the deep ocean.
Entity-Origin(e1,e2)	For those of you who are unsure what Afrikaans is, it is a language which originated from the Dutch which were the first settlers in South Africa and the unique <e1> language </e1> was evolved from other <e2> settlers </e2> from Malaya, Indonesia, Madagascar and West Africa.
Product-Producer(e2,e1)	<e1> Beaver </e1> <e2> dams </e2> are created as a protection against predators, such as coyotes, wolves and bears, and to provide easy access to food during winter.
Message-Topic(e1,e2)	So, the theme of the <e1> play </e1> has to do with <e2> religion </e2>.
Message-Topic(e1,e2)	There has been intense <e1> debate </e1> over the circles' <e2> origins </e2>.
Component-Whole(e2,e1)	I have recently developed creases in my <e1> ear </e1> <e2> lobes </e2>.
Entity-Origin(e2,e1)	Manufacturing extra neutral <e1> alcohol </e1> which is the basic ingredient used for making <e2> liquor </e2>, the commodity was largely used by companies making Indian Made Foreign Liquor (IMFL).
Instrument-Agency(e2,e1)	Initially the <e1> user </e1> calibrates the microscope with a fluorescence lifetime <e2> standard </e2> positioned at the sample plane.
Component-Whole(e2,e1)	The <e1> province </e1> comprises the southeastern <e2> part </e2> of Panay Island with island-province of Guimaras just across its coast.
Cause-Effect(e1,e2)	The <e1> charge </e1> is the source of an electric <e2> field </e2>, which carries energy-the electrostatic self-energy.
Cause-Effect(e2,e1)	The <e1> tardiness </e1> however has been caused by the <e2> arrival </e2> of my old man; who in true Bloodworth fashion has had me walking everywhere.
Content-Container(e1,e2)	The <e1> key </e1> was in a <e2> chest </e2>.
Entity-Origin(e1,e2)	The <e1> residue </e1> was distilled from an Arbuzov <e2> flask </e2>.
Member-Collection(e2,e1)	As the Gondorians moved forward the evil force started to withdraw, unleashing a <e1> rain </e1> of deadly <e2> arrows </e2> into the heavily armoured Gondorians.
Message-Topic(e1,e2)	It is a medieval Latin <e1> manuscript </e1> relating the early <e2> history </e2> of the Isle of Man.
Cause-Effect(e2,e1)	The river had now turned into full <e1> flood </e1> after the <e2> deluge </e2> of rain a few days ago.
Component-Whole(e2,e1)	He stopped rowing when the boat was opposite to the paddle wheel of the steamer, and the <e1> steamer </e1> stopped her <e2> engine </e2> at the same time.
Instrument-Agency(e2,e1)	This is the <e1> umbrella </e1> that peels the potatoes with a <e2> pencil </e2> and makes a pink ink with the peelings stood up.
Entity-Origin(e2,e1)	This American-style <e1> wheat </e1> <e2> ale </e2> is a light, unfiltered brew with a citrus aroma andflavor imparted by a late addition of lemon grass.
Entity-Origin(e1,e2)	The <e1> car </e1> left the <e2> plant </e2>.
Component-Whole(e2,e1)	Our experience extends to 15 years continued promotion of this <e1> archipelago </e1> of nine <e2> islands </e2>.
Content-Container(e1,e2)	To separate the solids at the end of the experiment, the <e1> clay </e1> was contained in a semi- permeable <e2> membrane tubing </e2>.
Entity-Destination(e1,e2)	This machine is blowing <e1> sand </e1> into <e2> molds </e2>.
Other	The <e1> cultivation </e1> consisted of plowing the crop with a double-shovel <e2> plow </e2>.
Message-Topic(e1,e2)	The final <e1> chapter </e1> offers a <e2> theological survey </e2> of the use of the formula.
Cause-Effect(e2,e1)	She mentioned the <e1> scandal </e1> caused by a BBC <e2> documentary </e2> on the treatment of children in a special-needs home and asked how the state had responded to these.
Component-Whole(e1,e2)	Isolated fractures of the <e1> shaft </e1> of the <e2> ulna </e2>, without other fractures, often result when the forearm is raised to fend off a blow.
Other	We have placed the <e1> candidates </e1> into <e2> roles </e2>.
Other	Frequent agitations throw academic <e1> life </e1> into <e2> disarray </e2>.
Product-Producer(e2,e1)	Still other examples of the <e1> potter </e1>'s <e2> ceramics </e2> are clad in slinky assortments of tassels and beads.
Component-Whole(e1,e2)	The <e1> nasal cavity </e1> of <e2> birds </e2> contains turbinates (Bang 1971), cartilaginous structures that are thought to have as one of their functions water recovery from air.
Other	Thus, in simple words, a <e1> tendon </e1> attaches a <e2> muscle </e2> to a bone.
Other	<e1> Positions </e1> were denoted by <e2> black dots </e2> along the tracks, the adjacent numbers indicating the day of the month.
Cause-Effect(e2,e1)	The World Health Organization(WHO) found that the <e1> radiation </e1> release from the Chernobyl <e2> accident </e2> was 200 times that of the Hiroshima and Nagasaki.
Content-Container(e2,e1)	My dog ate a <e1> cellophane bag </e1> full of <e2> dog treats </e2> on Tuesday.
Component-Whole(e2,e1)	The <e1> owl </e1> held the mouse in its <e2> claw </e2>.
Entity-Destination(e1,e2)	This is how grain was delivered to the wooden grain bins and <e1> hay </e1> was put inside the upper part of the rock <e2> barn </e2>.
Product-Producer(e2,e1)	Police foiled an attempt to kill an <e1> artist </e1> who drew a <e2> cartoon </e2> depicting the Prophet Muhammad that sparked outrage in the Muslim world.
Entity-Destination(e1,e2)	When Woody Harrelson received a copy of the screenplay for "Zombieland" last year, he stuffed the <e1> paper </e1> into his duffel <e2> bag </e2> of unread scripts and promptly forgot about it.
Member-Collection(e2,e1)	The city is a <e1> treasure trove </e1> of terrific <e2> libraries </e2>, interesting museums, and wonderful Victorian architecture complemented by the incomparable work of Scotland's greatest architect, Charles Rennie Mackintosh.
Component-Whole(e1,e2)	We leave the <e1> bail </e1> of the <e2> reel </e2> open and place your the rod in a double mounted set up as shown on the facing page.
Entity-Origin(e1,e2)	The Mapungubwe Collection at the University of Pretoria features remarkable <e1> works </e1> from the largely forgotten <e2> kingdom </e2> of Mapungubwe that flourished near the confluence of the Limpopo and Shashe Rivers between 1000 and 1300 AD.
Cause-Effect(e2,e1)	Also, in the midst of the <e1> confusion </e1> caused by the <e2> coup </e2>, the issuing of militant posters was a way for artists and organizations to declare their active engagement against the rebellion.
Product-Producer(e1,e2)	The title is taken from an 1813 <e1> book </e1> by a Virginia <e2> planter </e2> and senator named John Taylor.
Member-Collection(e2,e1)	In the same way, a <e1> society </e1> is built up of many <e2> individuals </e2>.
Instrument-Agency(e2,e1)	The <e1> scientist </e1> approached the big cat with a <e2> notepad </e2> and a pencil in her hands.
Entity-Origin(e1,e2)	The bottom <e1> photo </e1> is from the New York public <e2> library </e2>.
Cause-Effect(e1,e2)	The <e1> accident </e1> caused a major traffic <e2> snarl </e2> on the arterial road.
Other	Two plane crash survivors have paid a special visit to the Hutt Hospital <e1> surgeon </e1> whose <e2> team </e2> helped to re-build their shattered faces eight years ago.
Content-Container(e1,e2)	The <e1> dress </e1> was in a <e2> trunk </e2> dated summer of 1938 along with several other dresses from this same period.
Cause-Effect(e2,e1)	The various forms of idealistic, materialistic and agnostic philosophies are subject to the <e1> tension </e1> caused by the indicated <e2> situation </e2>.
Member-Collection(e1,e2)	From him, Cain learns that Alexis had survived his suicide and became the <e1> leader </e1> of that <e2> organization </e2>, renaming it Delilah.
Product-Producer(e2,e1)	James Hagler, Venice's <e1> director </e1> of historical resources, has completed a picture <e2> book </e2> of the area's buildings.
Entity-Destination(e1,e2)	A program has fetched <e1> data </e1> into host variable <e2> arrays </e2>.
Entity-Destination(e1,e2)	Recently, only insignificant <e1> things </e1> arrive to <e2> theatres </e2>.
Other	Tissue damage and <e1> electrode </e1> <e2> corrosion </e2> are both associatcd with high charge density stimulation.
Component-Whole(e2,e1)	Two of Walters's fingers are inside the <e1> koala </e1> 's <e2> pouch </e2>.
Member-Collection(e2,e1)	In a former residence, your writer had an atrium containing a <e1> duel </e1> of doves<e2> moles </e2> numbering 22.
Component-Whole(e2,e1)	To stand up to the wind, <e1> umbrella </e1> <e2> frames </e2> are strong yet flexible.
Cause-Effect(e2,e1)	<e1> Contractions </e1> of the diaphragm are caused by stimulation of the vagus nerve either by the brain or by <e2> irritation </e2> anywhere along the length of the nerve.
Entity-Origin(e1,e2)	A 15 minute <e1> plane </e1> drive from <e2> runway </e2> to terminal is uncommon.
Entity-Origin(e1,e2)	The geometric <e1> skeleton </e1> is derived from a static <e2> object </e2> using an implicit 'directions' method.
